order_id,building_id,latitude,longitude,order_time,order_amount,building_type
56,2,30.735,76.78,2023-01-01 15:22:13,318.38,residential
57,2,30.735,76.78,2023-01-01 14:00:32,221.73,residential
58,2,30.735,76.78,2023-01-01 17:02:28,288.1,residential
59,2,30.735,76.78,2023-01-01 20:08:32,437.35,residential
60,2,30.735,76.78,2023-01-01 00:25:04,356.13,residential
61,2,30.735,76.78,2023-01-01 04:10:14,356.77,residential
62,2,30.735,76.78,2023-01-01 19:33:01,387.9,residential
63,2,30.735,76.78,2023-01-01 23:20:12,203.08,residential
64,2,30.735,76.78,2023-01-01 10:41:09,245.64,residential
65,2,30.735,76.78,2023-01-01 16:31:10,51.46,residential
66,2,30.735,76.78,2023-01-01 09:35:22,487.35,residential
67,2,30.735,76.78,2023-01-01 06:30:16,278.46,residential
68,2,30.735,76.78,2023-01-01 03:52:27,441.73,residential
69,2,30.735,76.78,2023-01-01 10:51:57,428.75,residential
70,2,30.735,76.78,2023-01-01 18:29:00,324.04,residential
71,2,30.735,76.78,2023-01-01 05:33:52,218.26,residential
72,2,30.735,76.78,2023-01-01 05:52:54,292.72,residential
73,2,30.735,76.78,2023-01-01 19:18:34,463.32,residential
74,2,30.735,76.78,2023-01-01 21:48:24,195.87,residential
75,2,30.735,76.78,2023-01-01 00:42:32,100.34,residential
76,2,30.735,76.78,2023-01-01 13:12:56,445.42,residential
77,2,30.735,76.78,2023-01-01 11:11:46,157.75,residential
78,2,30.735,76.78,2023-01-01 08:46:11,445.1,residential
79,2,30.735,76.78,2023-01-01 02:52:02,88.54,residential
80,2,30.735,76.78,2023-01-01 17:41:39,417.21,residential
81,2,30.735,76.78,2023-01-01 19:23:42,394.63,residential
82,2,30.735,76.78,2023-01-01 04:40:28,346.89,residential
83,2,30.735,76.78,2023-01-01 20:01:03,124.31,residential
84,2,30.735,76.78,2023-01-01 19:12:43,442.59,residential
85,2,30.735,76.78,2023-01-01 15:24:21,483.96,residential
86,2,30.735,76.78,2023-01-01 19:38:06,389.87,residential
87,2,30.735,76.78,2023-01-01 07:19:25,370.83,residential
88,2,30.735,76.78,2023-01-01 14:31:36,497.82,residential
89,2,30.735,76.78,2023-01-01 23:39:40,218.04,residential
90,2,30.735,76.78,2023-01-01 18:50:39,253.17,residential
91,2,30.735,76.78,2023-01-01 09:01:33,151.11,residential
92,2,30.735,76.78,2023-01-01 12:18:33,59.47,residential
93,2,30.735,76.78,2023-01-01 20:10:03,153.55,residential
94,2,30.735,76.78,2023-01-01 08:01:04,53.24,residential
95,2,30.735,76.78,2023-01-01 22:58:39,76.49,residential
96,2,30.735,76.78,2023-01-01 02:27:14,457.44,residential
97,2,30.735,76.78,2023-01-01 12:01:49,81.89,residential
98,2,30.735,76.78,2023-01-01 08:39:55,175.31,residential
99,2,30.735,76.78,2023-01-01 17:40:24,146.41,residential
100,2,30.735,76.78,2023-01-01 04:49:02,375.51,residential
101,2,30.735,76.78,2023-01-01 20:47:27,309.3,residential
102,2,30.735,76.78,2023-01-01 08:50:50,403.08,residential
103,2,30.735,76.78,2023-01-01 14:49:14,135.68,residential
104,2,30.735,76.78,2023-01-01 03:31:44,346.54,residential
105,2,30.735,76.78,2023-01-01 12:53:58,240.61,residential
106,2,30.735,76.78,2023-01-01 17:00:13,438.73,residential
107,2,30.735,76.78,2023-01-01 01:58:20,353.01,residential
108,2,30.735,76.78,2023-01-01 23:31:36,94.29,residential
109,2,30.735,76.78,2023-01-01 14:39:32,377.7,residential
110,2,30.735,76.78,2023-01-01 03:58:42,161.9,residential
111,2,30.735,76.78,2023-01-01 06:55:31,291.33,residential
112,2,30.735,76.78,2023-01-01 05:06:13,239.85,residential
113,3,30.74,76.785,2023-01-01 10:08:29,258.18,commercial
114,3,30.74,76.785,2023-01-01 02:44:40,249.41,commercial
115,3,30.74,76.785,2023-01-01 20:02:12,94.06,commercial
116,3,30.74,76.785,2023-01-01 23:44:37,499.68,commercial
117,3,30.74,76.785,2023-01-01 00:32:14,486.05,commercial
118,3,30.74,76.785,2023-01-01 08:36:22,124.84,commercial
119,3,30.74,76.785,2023-01-01 17:40:53,266.61,commercial
120,3,30.74,76.785,2023-01-01 14:36:05,456.1,commercial
121,3,30.74,76.785,2023-01-01 05:59:39,220.54,commercial
122,3,30.74,76.785,2023-01-01 14:12:53,169.34,commercial
123,3,30.74,76.785,2023-01-01 16:33:58,178.36,commercial
124,3,30.74,76.785,2023-01-01 20:14:05,347.84,commercial
125,3,30.74,76.785,2023-01-01 17:43:08,119.66,commercial
126,3,30.74,76.785,2023-01-01 10:48:10,147.97,commercial
127,3,30.74,76.785,2023-01-01 02:07:45,310.63,commercial
128,3,30.74,76.785,2023-01-01 19:44:26,77.43,commercial
129,3,30.74,76.785,2023-01-01 11:25:04,75.72,commercial
130,3,30.74,76.785,2023-01-01 21:16:09,264.55,commercial
131,3,30.74,76.785,2023-01-01 19:20:15,120.84,commercial
132,3,30.74,76.785,2023-01-01 18:29:22,86.05,commercial
133,3,30.74,76.785,2023-01-01 06:45:56,80.83,commercial
134,3,30.74,76.785,2023-01-01 02:28:27,353.85,commercial
135,3,30.74,76.785,2023-01-01 08:33:48,231.7,commercial
136,3,30.74,76.785,2023-01-01 20:44:28,160.8,commercial
137,3,30.74,76.785,2023-01-01 21:38:44,67.88,commercial
138,3,30.74,76.785,2023-01-01 02:59:05,238.65,commercial
139,3,30.74,76.785,2023-01-01 21:15:03,304.35,commercial
140,3,30.74,76.785,2023-01-01 11:31:07,470.62,commercial
141,3,30.74,76.785,2023-01-01 07:26:12,351.38,commercial
142,3,30.74,76.785,2023-01-01 11:26:20,157.41,commercial
143,3,30.74,76.785,2023-01-01 14:24:36,108.9,commercial
144,3,30.74,76.785,2023-01-01 23:30:07,185.0,commercial
145,3,30.74,76.785,2023-01-01 11:30:41,468.06,commercial
146,3,30.74,76.785,2023-01-01 02:38:28,54.19,commercial
147,3,30.74,76.785,2023-01-01 22:36:56,499.3,commercial
148,3,30.74,76.785,2023-01-01 03:38:24,82.97,commercial
149,3,30.74,76.785,2023-01-01 07:45:38,277.65,commercial
150,3,30.74,76.785,2023-01-01 04:49:21,469.97,commercial
151,3,30.74,76.785,2023-01-01 02:30:16,445.67,commercial
152,3,30.74,76.785,2023-01-01 13:27:14,178.24,commercial
153,3,30.74,76.785,2023-01-01 15:57:13,425.19,commercial
154,3,30.74,76.785,2023-01-01 11:00:51,325.25,commercial
155,3,30.74,76.785,2023-01-01 23:48:37,288.02,commercial
156,3,30.74,76.785,2023-01-01 20:11:32,184.72,commercial
157,3,30.74,76.785,2023-01-01 03:46:17,472.52,commercial
158,3,30.74,76.785,2023-01-01 04:53:21,169.01,commercial
159,3,30.74,76.785,2023-01-01 03:53:49,384.09,commercial
160,3,30.74,76.785,2023-01-01 05:39:34,172.56,commercial
161,3,30.74,76.785,2023-01-01 22:01:16,144.78,commercial
162,3,30.74,76.785,2023-01-01 12:29:02,141.62,commercial
163,3,30.74,76.785,2023-01-01 23:05:30,433.81,commercial
164,3,30.74,76.785,2023-01-01 18:24:04,269.84,commercial
165,3,30.74,76.785,2023-01-01 01:50:58,91.53,commercial
166,3,30.74,76.785,2023-01-01 15:25:18,423.21,commercial
167,3,30.74,76.785,2023-01-01 01:36:18,51.6,commercial
168,3,30.74,76.785,2023-01-01 04:45:46,336.7,commercial
169,3,30.74,76.785,2023-01-01 09:32:15,122.71,commercial
170,3,30.74,76.785,2023-01-01 16:05:12,298.26,commercial
171,3,30.74,76.785,2023-01-01 15:34:17,302.41,commercial
172,3,30.74,76.785,2023-01-01 04:04:23,83.86,commercial
173,3,30.74,76.785,2023-01-01 05:25:36,295.52,commercial
174,3,30.74,76.785,2023-01-01 13:26:33,312.13,commercial
175,3,30.74,76.785,2023-01-01 05:23:30,243.4,commercial
176,3,30.74,76.785,2023-01-01 01:31:22,188.72,commercial
177,3,30.74,76.785,2023-01-01 01:27:09,454.52,commercial
178,3,30.74,76.785,2023-01-01 07:38:55,356.93,commercial
179,3,30.74,76.785,2023-01-01 03:44:33,209.16,commercial
180,3,30.74,76.785,2023-01-01 20:23:05,447.86,commercial
181,3,30.74,76.785,2023-01-01 14:47:44,488.23,commercial
182,3,30.74,76.785,2023-01-01 05:37:37,466.59,commercial
183,3,30.74,76.785,2023-01-01 08:37:09,439.07,commercial
184,3,30.74,76.785,2023-01-01 06:26:46,446.64,commercial
185,3,30.74,76.785,2023-01-01 00:54:08,130.71,commercial
186,3,30.74,76.785,2023-01-01 12:05:40,402.07,commercial
187,3,30.74,76.785,2023-01-01 14:59:24,411.01,commercial
188,3,30.74,76.785,2023-01-01 09:02:07,170.06,commercial
189,3,30.74,76.785,2023-01-01 03:56:08,222.14,commercial
190,3,30.74,76.785,2023-01-01 01:24:35,436.37,commercial
191,3,30.74,76.785,2023-01-01 08:05:54,139.81,commercial
192,3,30.74,76.785,2023-01-01 16:45:32,207.35,commercial
193,3,30.74,76.785,2023-01-01 08:17:11,150.32,commercial
194,3,30.74,76.785,2023-01-01 07:01:53,229.31,commercial
195,3,30.74,76.785,2023-01-01 10:08:37,438.96,commercial
196,3,30.74,76.785,2023-01-01 10:09:45,208.02,commercial
197,3,30.74,76.785,2023-01-01 18:32:48,229.86,commercial
198,3,30.74,76.785,2023-01-01 19:31:22,199.02,commercial
199,3,30.74,76.785,2023-01-01 01:00:17,101.9,commercial
200,3,30.74,76.785,2023-01-01 09:30:37,130.36,commercial
201,3,30.74,76.785,2023-01-01 09:39:55,67.22,commercial
202,3,30.74,76.785,2023-01-01 21:43:13,245.55,commercial
203,3,30.74,76.785,2023-01-01 11:25:14,246.38,commercial
204,3,30.74,76.785,2023-01-01 18:37:13,102.04,commercial
205,3,30.74,76.785,2023-01-01 20:59:34,135.54,commercial
206,3,30.74,76.785,2023-01-01 01:36:57,368.95,commercial
207,3,30.74,76.785,2023-01-01 00:03:41,283.96,commercial
208,3,30.74,76.785,2023-01-01 19:36:15,359.09,commercial
209,3,30.74,76.785,2023-01-01 07:10:25,213.9,commercial
210,3,30.74,76.785,2023-01-01 02:32:51,476.99,commercial
211,3,30.74,76.785,2023-01-01 12:01:19,330.42,commercial
212,3,30.74,76.785,2023-01-01 04:32:14,373.89,commercial
213,3,30.74,76.785,2023-01-01 10:56:03,278.21,commercial
214,3,30.74,76.785,2023-01-01 14:52:08,196.78,commercial
215,3,30.74,76.785,2023-01-01 10:45:52,299.49,commercial
216,3,30.74,76.785,2023-01-01 06:59:04,239.2,commercial
217,3,30.74,76.785,2023-01-01 13:48:15,354.79,commercial
218,3,30.74,76.785,2023-01-01 06:20:10,326.98,commercial
219,3,30.74,76.785,2023-01-01 10:57:26,232.73,commercial
220,3,30.74,76.785,2023-01-01 00:00:53,186.74,commercial
221,3,30.74,76.785,2023-01-01 07:39:09,243.45,commercial
222,3,30.74,76.785,2023-01-01 21:06:59,323.0,commercial
223,3,30.74,76.785,2023-01-01 11:43:57,259.24,commercial
224,3,30.74,76.785,2023-01-01 16:05:54,354.03,commercial
225,3,30.74,76.785,2023-01-01 18:36:40,262.93,commercial
226,3,30.74,76.785,2023-01-01 06:10:41,346.48,commercial
227,3,30.74,76.785,2023-01-01 10:19:56,281.95,commercial
228,3,30.74,76.785,2023-01-01 23:02:40,328.67,commercial
229,3,30.74,76.785,2023-01-01 03:24:00,418.29,commercial
230,3,30.74,76.785,2023-01-01 08:33:04,352.76,commercial
231,3,30.74,76.785,2023-01-01 08:10:44,412.95,commercial
232,3,30.74,76.785,2023-01-01 05:21:53,60.99,commercial
233,3,30.74,76.785,2023-01-01 08:54:52,492.77,commercial
234,3,30.74,76.785,2023-01-01 22:15:20,432.38,commercial
235,3,30.74,76.785,2023-01-01 02:39:05,254.94,commercial
236,3,30.74,76.785,2023-01-01 22:55:44,309.05,commercial
237,3,30.74,76.785,2023-01-01 13:58:48,272.47,commercial
238,3,30.74,76.785,2023-01-01 08:52:59,116.41,commercial
239,3,30.74,76.785,2023-01-01 00:12:06,451.7,commercial
240,3,30.74,76.785,2023-01-01 03:52:50,400.29,commercial
241,3,30.74,76.785,2023-01-01 07:58:03,129.15,commercial
242,3,30.74,76.785,2023-01-01 18:51:29,259.05,commercial
243,3,30.74,76.785,2023-01-01 20:17:40,162.14,commercial
244,3,30.74,76.785,2023-01-01 04:25:06,255.41,commercial
245,3,30.74,76.785,2023-01-01 16:55:01,350.41,commercial
246,3,30.74,76.785,2023-01-01 20:20:59,317.95,commercial
247,3,30.74,76.785,2023-01-01 16:06:48,325.69,commercial
248,3,30.74,76.785,2023-01-01 18:22:42,242.03,commercial
249,4,30.75,76.8,2023-01-01 19:56:50,250.66,office
250,4,30.75,76.8,2023-01-01 05:47:41,384.64,office
251,4,30.75,76.8,2023-01-01 17:16:56,252.53,office
252,4,30.75,76.8,2023-01-01 09:00:06,427.94,office
253,4,30.75,76.8,2023-01-01 10:05:47,394.62,office
254,4,30.75,76.8,2023-01-01 18:58:47,268.07,office
255,4,30.75,76.8,2023-01-01 08:42:38,173.57,office
256,4,30.75,76.8,2023-01-01 02:49:15,371.1,office
257,4,30.75,76.8,2023-01-01 08:32:15,172.27,office
258,4,30.75,76.8,2023-01-01 11:38:24,451.86,office
259,4,30.75,76.8,2023-01-01 02:56:01,112.27,office
260,4,30.75,76.8,2023-01-01 08:25:11,222.37,office
261,4,30.75,76.8,2023-01-01 05:33:48,367.89,office
262,4,30.75,76.8,2023-01-01 02:20:18,236.69,office
263,4,30.75,76.8,2023-01-01 12:02:49,294.18,office
264,4,30.75,76.8,2023-01-01 15:08:16,78.02,office
265,4,30.75,76.8,2023-01-01 15:17:49,225.26,office
266,4,30.75,76.8,2023-01-01 21:15:56,475.73,office
267,4,30.75,76.8,2023-01-01 00:42:40,435.53,office
268,4,30.75,76.8,2023-01-01 20:57:36,221.17,office
269,4,30.75,76.8,2023-01-01 00:12:52,474.23,office
270,4,30.75,76.8,2023-01-01 10:52:19,389.06,office
271,4,30.75,76.8,2023-01-01 15:15:21,292.2,office
272,4,30.75,76.8,2023-01-01 19:53:02,409.94,office
273,4,30.75,76.8,2023-01-01 08:01:46,269.7,office
274,4,30.75,76.8,2023-01-01 09:56:14,246.13,office
275,4,30.75,76.8,2023-01-01 01:03:24,224.99,office
276,4,30.75,76.8,2023-01-01 14:43:14,375.88,office
277,4,30.75,76.8,2023-01-01 17:01:01,463.79,office
278,4,30.75,76.8,2023-01-01 22:39:20,290.36,office
279,4,30.75,76.8,2023-01-01 14:20:45,316.35,office
280,4,30.75,76.8,2023-01-01 00:59:12,87.78,office
281,4,30.75,76.8,2023-01-01 15:36:19,111.06,office
282,4,30.75,76.8,2023-01-01 16:48:35,131.78,office
283,4,30.75,76.8,2023-01-01 09:28:19,220.6,office
284,4,30.75,76.8,2023-01-01 07:42:22,254.61,office
285,4,30.75,76.8,2023-01-01 12:17:16,392.55,office
286,4,30.75,76.8,2023-01-01 13:48:12,175.22,office
287,4,30.75,76.8,2023-01-01 15:20:55,163.52,office
288,4,30.75,76.8,2023-01-01 02:58:55,261.64,office
289,4,30.75,76.8,2023-01-01 19:38:22,73.44,office
290,4,30.75,76.8,2023-01-01 12:44:30,150.9,office
291,4,30.75,76.8,2023-01-01 02:29:53,401.55,office
292,4,30.75,76.8,2023-01-01 23:43:46,68.12,office
293,4,30.75,76.8,2023-01-01 01:07:47,477.33,office
294,4,30.75,76.8,2023-01-01 07:15:30,427.65,office
295,4,30.75,76.8,2023-01-01 22:37:19,118.57,office
296,4,30.75,76.8,2023-01-01 04:35:44,263.1,office
297,4,30.75,76.8,2023-01-01 04:09:53,303.79,office
298,4,30.75,76.8,2023-01-01 07:56:09,259.27,office
299,4,30.75,76.8,2023-01-01 09:19:46,395.1,office
300,4,30.75,76.8,2023-01-01 06:06:32,322.65,office
301,4,30.75,76.8,2023-01-01 04:10:12,400.01,office
302,4,30.75,76.8,2023-01-01 05:57:45,484.12,office
303,4,30.75,76.8,2023-01-01 03:56:08,310.41,office
304,4,30.75,76.8,2023-01-01 11:21:28,309.11,office
305,4,30.75,76.8,2023-01-01 13:39:52,228.49,office
306,4,30.75,76.8,2023-01-01 07:13:15,84.2,office
307,4,30.75,76.8,2023-01-01 22:50:13,159.28,office
308,4,30.75,76.8,2023-01-01 10:58:49,432.63,office
309,4,30.75,76.8,2023-01-01 21:51:37,412.49,office
310,4,30.75,76.8,2023-01-01 20:36:17,402.19,office
311,4,30.75,76.8,2023-01-01 12:38:28,289.74,office
312,4,30.75,76.8,2023-01-01 13:29:31,81.03,office
313,4,30.75,76.8,2023-01-01 23:34:34,203.55,office
314,4,30.75,76.8,2023-01-01 15:17:37,420.05,office
315,4,30.75,76.8,2023-01-01 03:50:33,245.09,office
316,4,30.75,76.8,2023-01-01 13:11:12,336.01,office
317,4,30.75,76.8,2023-01-01 16:44:18,368.29,office
318,4,30.75,76.8,2023-01-01 15:51:20,129.26,office
319,4,30.75,76.8,2023-01-01 18:59:46,484.46,office
320,4,30.75,76.8,2023-01-01 09:50:00,327.16,office
321,4,30.75,76.8,2023-01-01 19:35:39,398.59,office
322,4,30.75,76.8,2023-01-01 16:55:31,246.01,office
323,4,30.75,76.8,2023-01-01 21:34:16,170.78,office
324,4,30.75,76.8,2023-01-01 08:56:17,423.83,office
325,4,30.75,76.8,2023-01-01 03:09:19,175.52,office
326,4,30.75,76.8,2023-01-01 16:24:47,159.74,office
327,4,30.75,76.8,2023-01-01 16:55:10,306.43,office
328,4,30.75,76.8,2023-01-01 13:47:54,201.38,office
329,4,30.75,76.8,2023-01-01 17:59:49,432.93,office
330,4,30.75,76.8,2023-01-01 06:37:14,269.4,office
331,4,30.75,76.8,2023-01-01 12:55:07,409.02,office
332,4,30.75,76.8,2023-01-01 12:23:28,175.85,office
333,4,30.75,76.8,2023-01-01 21:42:19,365.53,office
334,4,30.75,76.8,2023-01-01 10:03:31,300.11,office
335,4,30.75,76.8,2023-01-01 18:48:35,476.63,office
336,4,30.75,76.8,2023-01-01 03:07:01,158.61,office
337,4,30.75,76.8,2023-01-01 14:47:51,269.86,office
338,4,30.75,76.8,2023-01-01 08:44:59,360.77,office
339,4,30.75,76.8,2023-01-01 23:30:59,370.33,office
340,4,30.75,76.8,2023-01-01 16:19:03,406.82,office
341,4,30.75,76.8,2023-01-01 03:23:16,182.41,office
342,4,30.75,76.8,2023-01-01 14:43:25,361.3,office
343,4,30.75,76.8,2023-01-01 11:08:55,348.78,office
344,4,30.75,76.8,2023-01-01 13:26:08,262.97,office
345,4,30.75,76.8,2023-01-01 19:19:48,204.69,office
346,4,30.75,76.8,2023-01-01 20:02:20,198.86,office
347,4,30.75,76.8,2023-01-01 16:31:13,171.91,office
348,4,30.75,76.8,2023-01-01 09:09:11,153.74,office
349,4,30.75,76.8,2023-01-01 07:00:42,192.0,office
350,4,30.75,76.8,2023-01-01 19:30:36,477.89,office
351,4,30.75,76.8,2023-01-01 06:44:27,136.19,office
352,4,30.75,76.8,2023-01-01 17:37:44,174.42,office
353,4,30.75,76.8,2023-01-01 21:27:58,489.47,office
354,4,30.75,76.8,2023-01-01 19:06:05,318.56,office
355,4,30.75,76.8,2023-01-01 03:39:36,424.68,office
356,4,30.75,76.8,2023-01-01 10:47:09,152.37,office
357,4,30.75,76.8,2023-01-01 06:31:59,186.02,office
358,4,30.75,76.8,2023-01-01 19:26:50,106.96,office
359,4,30.75,76.8,2023-01-01 01:39:25,488.43,office
360,4,30.75,76.8,2023-01-01 20:08:49,181.46,office
361,4,30.75,76.8,2023-01-01 04:35:51,337.04,office
362,4,30.75,76.8,2023-01-01 17:52:20,96.16,office
363,4,30.75,76.8,2023-01-01 00:26:47,308.33,office
364,4,30.75,76.8,2023-01-01 17:05:24,265.42,office
365,4,30.75,76.8,2023-01-01 12:24:17,132.96,office
366,4,30.75,76.8,2023-01-01 01:52:14,163.62,office
367,4,30.75,76.8,2023-01-01 17:23:36,101.34,office
368,4,30.75,76.8,2023-01-01 02:22:44,230.32,office
369,4,30.75,76.8,2023-01-01 02:41:50,309.66,office
370,4,30.75,76.8,2023-01-01 01:57:06,118.28,office
371,4,30.75,76.8,2023-01-01 20:29:32,477.11,office
372,4,30.75,76.8,2023-01-01 03:06:04,497.26,office
373,4,30.75,76.8,2023-01-01 04:18:45,301.13,office
374,4,30.75,76.8,2023-01-01 15:09:08,322.84,office
375,4,30.75,76.8,2023-01-01 22:30:57,151.56,office
376,4,30.75,76.8,2023-01-01 19:01:34,221.17,office
377,4,30.75,76.8,2023-01-01 16:07:08,183.81,office
378,4,30.75,76.8,2023-01-01 21:25:39,495.51,office
379,4,30.75,76.8,2023-01-01 11:07:06,305.88,office
380,4,30.75,76.8,2023-01-01 02:11:34,324.33,office
381,4,30.75,76.8,2023-01-01 03:36:46,476.42,office
382,4,30.75,76.8,2023-01-01 07:33:55,331.48,office
383,4,30.75,76.8,2023-01-01 09:38:07,347.19,office
384,4,30.75,76.8,2023-01-01 05:43:05,157.94,office
385,4,30.75,76.8,2023-01-01 20:05:50,83.78,office
386,4,30.75,76.8,2023-01-01 00:05:50,233.83,office
387,4,30.75,76.8,2023-01-01 21:37:12,261.46,office
388,4,30.75,76.8,2023-01-01 01:11:18,154.16,office
389,4,30.75,76.8,2023-01-01 10:17:36,366.34,office
390,4,30.75,76.8,2023-01-01 16:31:50,82.03,office
391,4,30.75,76.8,2023-01-01 08:29:55,465.76,office
392,4,30.75,76.8,2023-01-01 22:45:27,315.41,office
393,4,30.75,76.8,2023-01-01 07:12:08,241.31,office
394,4,30.75,76.8,2023-01-01 19:49:36,151.16,office
395,4,30.75,76.8,2023-01-01 05:25:28,458.79,office
396,4,30.75,76.8,2023-01-01 05:10:43,82.13,office
397,4,30.75,76.8,2023-01-01 06:02:27,406.68,office
398,4,30.75,76.8,2023-01-01 21:39:53,387.03,office
399,4,30.75,76.8,2023-01-01 20:43:27,464.54,office
400,4,30.75,76.8,2023-01-01 15:59:20,105.96,office
401,4,30.75,76.8,2023-01-01 11:04:17,364.88,office
402,4,30.75,76.8,2023-01-01 09:54:43,275.21,office
403,4,30.75,76.8,2023-01-01 17:58:42,246.99,office
404,4,30.75,76.8,2023-01-01 21:46:25,67.94,office
405,4,30.75,76.8,2023-01-01 15:43:46,380.54,office
406,4,30.75,76.8,2023-01-01 21:58:49,162.67,office
407,4,30.75,76.8,2023-01-01 03:19:30,153.02,office
408,4,30.75,76.8,2023-01-01 20:56:32,314.21,office
409,4,30.75,76.8,2023-01-01 00:45:19,499.81,office
410,4,30.75,76.8,2023-01-01 09:48:45,309.31,office
411,4,30.75,76.8,2023-01-01 06:22:42,261.73,office
412,4,30.75,76.8,2023-01-01 23:43:14,249.0,office
413,4,30.75,76.8,2023-01-01 10:07:38,131.67,office
414,4,30.75,76.8,2023-01-01 21:18:40,246.15,office
415,4,30.75,76.8,2023-01-01 17:54:11,486.07,office
416,4,30.75,76.8,2023-01-01 17:06:45,206.58,office
417,4,30.75,76.8,2023-01-01 12:08:07,194.48,office
418,4,30.75,76.8,2023-01-01 03:48:30,435.98,office
419,4,30.75,76.8,2023-01-01 12:00:28,235.24,office
420,4,30.75,76.8,2023-01-01 18:02:22,179.7,office
421,4,30.75,76.8,2023-01-01 14:34:48,416.1,office
422,4,30.75,76.8,2023-01-01 20:01:42,66.51,office
423,4,30.75,76.8,2023-01-01 03:12:22,191.53,office
424,4,30.75,76.8,2023-01-01 11:46:12,102.16,office
425,4,30.75,76.8,2023-01-01 14:42:56,439.21,office
426,4,30.75,76.8,2023-01-01 00:02:30,345.95,office
427,4,30.75,76.8,2023-01-01 19:45:18,257.89,office
428,4,30.75,76.8,2023-01-01 01:58:24,134.41,office
429,4,30.75,76.8,2023-01-01 13:10:19,330.19,office
430,4,30.75,76.8,2023-01-01 18:08:58,331.43,office
431,4,30.75,76.8,2023-01-01 01:52:44,141.6,office
432,4,30.75,76.8,2023-01-01 19:59:47,108.96,office
433,4,30.75,76.8,2023-01-01 10:29:12,247.15,office
434,4,30.75,76.8,2023-01-01 17:38:52,104.64,office
